Player,Team,GP,GS,MPG,PPG,APG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF
DeMar DeRozan,TOR,80,80,33.9,23.0,5.2,8.1,17.7,.456,1.1,3.6,.310,.488,5.8,7.0,.825,0.7,3.2,1.1,0.3,2.2,1.9
Cheick Diallo,NOP,52,0,11.2,4.9,0.4,2.0,3.4,.580,0.0,0.0,,.580,1.0,1.3,.758,0.9,3.2,0.2,0.4,0.5,1.6
Gorgui Dieng,MIN,79,0,16.9,5.9,0.9,2.4,4.9,.479,0.2,0.8,.311,.504,1.0,1.3,.775,1.3,3.2,0.6,0.5,0.7,1.9
Spencer Dinwiddie,BRK,80,58,28.8,12.6,6.6,4.1,10.5,.387,1.8,5.4,.326,.471,2.7,3.4,.813,0.5,2.7,0.9,0.3,1.6,2.3
Tyler Dorsey,ATL,56,5,17.4,7.2,1.4,2.6,6.8,.377,1.3,3.6,.362,.471,0.8,1.1,.714,0.3,2.0,0.3,0.1,0.7,1.1
Damyean Dotson,NYK,44,2,10.8,4.1,0.7,1.6,3.7,.447,0.5,1.5,.324,.516,0.4,0.5,.696,0.2,1.7,0.3,0.0,0.4,0.8
Milton Doyle,BRK,10,0,12.5,3.4,1.0,1.3,4.7,.277,0.4,2.3,.174,.319,0.4,0.8,.500,0.3,1.5,0.6,0.2,0.2,1.3
PJ Dozier,OKC,2,0,1.5,1.0,0.0,0.5,1.0,.500,0.0,0.0,,.500,0.0,0.0,,0.0,0.5,0.0,0.0,0.5,0.5
Goran Dragić,MIA,75,75,31.7,17.3,4.8,6.5,14.3,.450,1.5,4.0,.370,.502,2.9,3.6,.801,0.7,3.4,0.8,0.2,2.2,2.4
Larry Drew,TOT,10,0,7.0,1.7,1.0,0.7,2.4,.292,0.3,0.9,.333,.354,0.0,0.0,,0.3,0.0,0.0,0.0,0.3,0.6
Larry Drew,PHI,3,0,5.0,0.7,0.7,0.3,2.3,.143,0.0,1.0,.000,.143,0.0,0.0,,0.3,0.0,0.0,0.0,0.3,0.7
Larry Drew,NOP,7,0,7.9,2.1,1.1,0.9,2.4,.353,0.4,0.9,.500,.441,0.0,0.0,,0.3,0.0,0.0,0.0,0.3,0.6
Andre Drummond,DET,78,78,33.7,15.0,3.0,6.0,11.3,.529,0.0,0.1,.000,.529,3.1,5.1,.605,5.1,10.9,1.5,1.6,2.6,3.2
Jared Dudley,PHO,48,0,14.3,3.2,1.6,1.0,2.5,.393,0.6,1.7,.363,.512,0.6,0.7,.771,0.2,1.8,0.5,0.2,0.6,1.8
Kris Dunn,CHI,52,43,29.3,13.4,6.0,5.5,12.8,.429,0.8,2.6,.321,.462,1.6,2.2,.737,0.5,3.8,2.0,0.5,2.9,3.3
Kevin Durant,GSW,68,68,34.2,26.4,5.4,9.3,18.0,.516,2.5,6.1,.419,.586,5.3,5.9,.889,0.5,6.4,0.7,1.8,3.0,2.0
Jarell Eddie,TOT,3,0,3.0,0.0,0.0,0.0,0.7,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0
Jarell Eddie,BOS,2,0,3.0,0.0,0.0,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0
Jarell Eddie,CHI,1,0,3.0,0.0,0.0,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Henry Ellenson,DET,38,0,8.7,4.0,0.5,1.4,3.8,.363,0.5,1.6,.333,.432,0.7,0.8,.862,0.3,1.9,0.1,0.0,0.5,0.6
Wayne Ellington,MIA,77,2,26.5,11.2,1.0,3.7,9.1,.407,2.9,7.5,.392,.569,0.9,1.0,.859,0.3,2.5,0.7,0.1,0.7,1.2
Joel Embiid,PHI,63,63,30.3,22.9,3.2,8.1,16.8,.483,1.0,3.4,.308,.514,5.7,7.4,.769,2.3,8.7,0.6,1.8,3.7,3.3
James Ennis,TOT,72,22,22.3,7.1,1.0,2.5,5.3,.474,0.7,2.1,.333,.540,1.3,1.6,.836,1.0,2.1,0.7,0.3,0.8,1.9
James Ennis,MEM,45,14,23.4,6.9,1.1,2.4,4.9,.486,0.7,1.9,.357,.554,1.4,1.6,.877,1.2,2.3,0.7,0.3,0.8,1.8
James Ennis,DET,27,8,20.4,7.5,0.8,2.7,6.0,.457,0.8,2.6,.304,.522,1.2,1.6,.767,0.7,1.7,0.6,0.2,0.7,2.0
Tyler Ennis,LAL,54,11,12.6,4.1,1.9,1.7,4.1,.420,0.3,1.0,.250,.451,0.4,0.5,.759,0.4,1.4,0.6,0.2,0.7,1.4
Jawun Evans,LAC,48,4,16.2,4.8,2.1,1.9,5.3,.352,0.3,1.1,.278,.381,0.8,1.0,.776,0.2,1.6,0.8,0.1,0.9,2.0
Jeremy Evans,ATL,1,0,5.0,2.0,0.0,1.0,1.0,1.000,0.0,0.0,,1.000,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0
Tyreke Evans,MEM,52,32,30.9,19.4,5.2,7.0,15.6,.452,2.2,5.5,.399,.523,3.2,4.0,.785,0.8,4.3,1.1,0.3,2.3,1.8
Dante Exum,UTA,14,0,16.8,8.1,3.1,3.0,6.2,.483,0.4,1.3,.278,.511,1.8,2.2,.806,0.3,1.6,0.6,0.2,1.4,1.4
Kenneth Faried,DEN,32,7,14.4,5.9,0.6,2.4,4.6,.514,0.0,0.0,.000,.514,1.1,1.6,.706,2.1,2.7,0.4,0.4,0.7,1.6
Derrick Favors,UTA,77,77,28.0,12.3,1.3,5.1,9.1,.563,0.2,0.8,.222,.573,1.8,2.8,.651,2.6,4.6,0.7,1.1,1.1,2.1
Kay Felder,TOT,16,0,8.8,3.6,1.3,1.3,4.4,.300,0.3,1.2,.211,.329,0.7,0.8,.917,0.2,0.9,0.2,0.1,1.0,0.7
Kay Felder,CHI,14,0,9.6,3.9,1.4,1.4,4.7,.303,0.3,1.3,.222,.333,0.8,0.9,.917,0.1,0.9,0.2,0.1,1.1,0.8
Kay Felder,DET,2,0,3.0,1.0,0.0,0.5,2.0,.250,0.0,0.5,.000,.250,0.0,0.0,,1.0,1.0,0.0,0.0,0.5,0.0
Cristiano Felício,CHI,55,16,17.8,5.6,1.0,2.3,3.9,.591,0.0,0.0,.000,.591,1.0,1.5,.667,1.5,2.7,0.3,0.2,1.0,1.9
Raymond Felton,OKC,82,2,16.6,6.9,2.5,2.7,6.7,.406,1.0,2.8,.352,.479,0.4,0.5,.818,0.3,1.6,0.6,0.2,0.9,1.1
Terrance Ferguson,OKC,61,12,12.5,3.1,0.3,1.1,2.8,.414,0.7,2.0,.333,.533,0.1,0.2,.900,0.3,0.5,0.4,0.2,0.2,1.4
Yogi Ferrell,DAL,82,21,27.8,10.2,2.5,3.8,8.9,.426,1.6,4.4,.373,.518,1.0,1.3,.796,0.3,2.7,0.8,0.1,1.0,1.9
Dorian Finney-Smith,DAL,21,13,21.3,5.9,1.2,2.2,5.8,.380,1.0,3.2,.299,.463,0.5,0.7,.733,1.0,2.5,0.5,0.2,1.0,2.0
Bryn Forbes,SAS,80,12,19.0,6.9,1.0,2.6,6.2,.421,1.1,2.9,.390,.510,0.6,0.9,.667,0.2,1.2,0.4,0.0,0.5,1.4
Evan Fournier,ORL,57,57,32.2,17.8,2.9,6.5,14.1,.459,2.2,5.9,.379,.538,2.6,3.0,.867,0.4,2.8,0.8,0.3,1.7,2.4
De'Aaron Fox,SAC,73,60,27.8,11.6,4.4,4.5,10.9,.412,0.6,2.1,.307,.441,1.9,2.7,.723,0.5,2.3,1.0,0.3,2.4,2.2
Tim Frazier,WAS,59,11,14.2,3.0,3.3,1.2,2.9,.395,0.3,0.9,.304,.445,0.4,0.5,.767,0.3,1.6,0.8,0.1,1.0,1.6
Channing Frye,TOT,53,1,13.1,5.0,0.7,2.0,4.0,.491,0.7,2.2,.339,.583,0.3,0.4,.895,0.2,2.3,0.3,0.2,0.4,1.3
Channing Frye,CLE,44,1,12.4,4.8,0.6,1.9,3.8,.497,0.7,2.0,.333,.586,0.3,0.3,.933,0.2,2.3,0.4,0.3,0.4,1.2
Channing Frye,LAL,9,0,16.7,5.8,1.1,2.2,4.8,.465,1.0,2.8,.360,.570,0.3,0.4,.750,0.2,2.6,0.1,0.1,0.4,1.7
Markelle Fultz,PHI,14,0,18.1,7.1,3.8,3.2,7.9,.405,0.0,0.1,.000,.405,0.7,1.5,.476,0.8,2.3,0.9,0.3,1.2,1.6
Danilo Gallinari,LAC,21,21,32.0,15.3,2.0,4.9,12.2,.398,1.7,5.3,.324,.469,3.9,4.1,.931,0.4,4.4,0.6,0.5,1.2,1.4
Langston Galloway,DET,58,2,14.9,6.2,1.0,2.2,5.9,.371,1.3,3.8,.344,.481,0.6,0.7,.805,0.2,1.4,0.6,0.1,0.3,0.7
Marc Gasol,MEM,73,73,33.0,17.2,4.2,5.9,14.2,.420,1.5,4.4,.341,.473,3.8,4.6,.834,1.1,7.0,0.7,1.4,2.7,2.5
Pau Gasol,SAS,77,63,23.5,10.1,3.1,3.7,8.1,.458,0.6,1.6,.358,.492,2.1,2.7,.756,1.7,6.4,0.3,1.0,1.4,1.6
Rudy Gay,SAS,57,6,21.6,11.5,1.3,4.4,9.4,.471,0.6,2.1,.314,.506,2.0,2.5,.772,1.3,3.8,0.8,0.7,1.4,1.7
Paul George,OKC,79,79,36.6,21.9,3.3,7.3,17.0,.430,3.1,7.7,.401,.521,4.3,5.2,.822,0.9,4.7,2.0,0.5,2.7,2.9
Marcus Georges-Hunt,MIN,42,0,5.3,1.4,0.2,0.5,1.1,.438,0.1,0.4,.267,.479,0.3,0.5,.619,0.2,0.2,0.1,0.0,0.1,0.8
Jonathan Gibson,BOS,4,0,10.0,8.5,1.0,3.5,5.8,.609,1.5,3.0,.500,.739,0.0,0.0,,0.0,0.8,0.0,0.0,0.8,1.3
Taj Gibson,MIN,82,82,33.2,12.2,1.2,5.2,9.0,.577,0.1,0.4,.200,.581,1.7,2.3,.768,2.4,4.8,0.8,0.7,1.1,2.7
Manu Ginóbili,SAS,65,0,20.0,8.9,2.5,3.1,7.1,.434,1.0,3.0,.333,.503,1.7,2.0,.840,0.3,1.9,0.7,0.2,1.6,1.9
Rudy Gobert,UTA,56,56,32.4,13.5,1.4,4.9,7.9,.622,0.0,0.0,,.622,3.6,5.3,.682,2.9,7.8,0.8,2.3,1.9,2.7
Aaron Gordon,ORL,58,57,32.9,17.6,2.3,6.5,14.9,.434,2.0,5.9,.336,.500,2.7,3.9,.698,1.5,6.4,1.0,0.8,1.8,1.9
Eric Gordon,HOU,69,30,31.2,18.0,2.2,6.0,14.1,.428,3.2,8.8,.359,.540,2.8,3.5,.809,0.4,2.1,0.6,0.4,1.9,1.7
Marcin Gortat,WAS,82,82,25.3,8.4,1.8,3.5,6.8,.518,0.0,0.0,,.518,1.3,2.0,.675,2.2,5.4,0.5,0.7,1.2,2.1
Treveon Graham,CHO,63,2,16.7,4.3,0.9,1.5,3.5,.434,0.6,1.5,.412,.525,0.7,0.9,.695,0.7,1.3,0.5,0.0,0.4,1.7
Jerami Grant,OKC,81,1,20.3,8.4,0.7,3.0,5.6,.535,0.4,1.4,.291,.570,2.0,3.0,.675,1.1,2.9,0.4,1.0,0.7,1.9
Jerian Grant,CHI,74,26,22.8,8.4,4.6,2.8,6.8,.416,0.8,2.5,.326,.476,1.9,2.5,.745,0.4,1.9,0.9,0.1,1.2,1.8
Josh Gray,PHO,5,0,17.2,6.4,2.4,2.2,8.2,.268,0.6,2.6,.231,.305,1.4,2.2,.636,0.4,1.6,1.6,0.4,1.4,1.6
Danny Green,SAS,70,60,25.6,8.6,1.6,3.1,8.0,.387,1.7,4.6,.363,.490,0.7,0.9,.769,0.6,3.0,0.9,1.1,1.1,1.7
Draymond Green,GSW,70,70,32.7,11.0,7.3,4.0,8.8,.454,1.1,3.7,.301,.516,1.9,2.5,.775,1.1,6.6,1.4,1.3,2.9,2.6
Gerald Green,HOU,41,2,22.7,12.1,0.6,4.1,10.1,.407,2.7,7.3,.369,.540,1.2,1.5,.850,0.4,2.9,0.6,0.4,0.8,2.1
JaMychal Green,MEM,55,54,28.0,10.3,1.4,4.1,8.9,.457,0.8,2.3,.339,.501,1.5,2.0,.721,2.7,5.8,0.6,0.5,1.4,2.8
Jeff Green,CLE,78,13,23.4,10.8,1.3,3.8,7.9,.477,0.7,2.2,.312,.520,2.6,3.0,.868,0.8,2.4,0.5,0.4,1.0,1.9
Blake Griffin,TOT,58,58,34.0,21.4,5.8,7.5,17.2,.438,1.9,5.6,.345,.493,4.5,5.7,.785,1.3,6.1,0.7,0.3,2.8,2.4
Blake Griffin,LAC,33,33,34.5,22.6,5.4,7.7,17.5,.441,1.9,5.7,.342,.497,5.2,6.6,.785,1.4,6.5,0.9,0.3,3.0,2.4
Blake Griffin,DET,25,25,33.2,19.8,6.2,7.2,16.7,.433,1.9,5.4,.348,.489,3.5,4.4,.784,1.1,5.6,0.4,0.4,2.6,2.4
Daniel Hamilton,OKC,6,0,4.7,2.0,1.3,0.8,1.8,.455,0.3,0.8,.400,.545,0.0,0.0,,0.0,0.8,0.2,0.0,0.3,0.3
Tim Hardaway,NYK,57,54,33.1,17.5,2.7,6.3,15.0,.421,2.3,7.2,.317,.496,2.6,3.1,.816,0.6,3.4,1.1,0.2,1.6,2.2
James Harden,HOU,72,72,35.4,30.4,8.8,9.0,20.1,.449,3.7,10.0,.367,.541,8.7,10.1,.858,0.6,4.8,1.8,0.7,4.4,2.3
Maurice Harkless,POR,59,36,21.4,6.5,0.9,2.5,5.0,.495,0.8,2.0,.415,.577,0.7,1.0,.712,0.8,2.0,0.8,0.7,0.7,1.7
Montrezl Harrell,LAC,76,3,17.0,11.0,1.0,4.6,7.2,.635,0.0,0.1,.143,.636,1.8,2.9,.626,1.4,2.7,0.5,0.7,0.9,1.9
Devin Harris,TOT,71,1,18.9,8.4,2.1,2.6,6.4,.412,1.1,3.2,.348,.499,2.0,2.4,.835,0.2,1.6,0.7,0.2,1.1,2.2
Devin Harris,DAL,44,1,18.3,8.5,1.9,2.7,6.5,.415,1.0,2.8,.352,.493,2.1,2.5,.830,0.2,1.7,0.8,0.2,1.1,2.3
Devin Harris,DEN,27,0,19.7,8.2,2.5,2.6,6.3,.406,1.3,3.8,.343,.509,1.8,2.1,.845,0.1,1.4,0.5,0.1,1.0,2.0
Gary Harris,DEN,67,65,34.4,17.5,2.9,6.6,13.6,.485,2.3,5.9,.396,.570,2.0,2.4,.827,0.6,2.1,1.8,0.2,1.8,1.8
Joe Harris,BRK,78,14,25.3,10.8,1.6,3.9,8.0,.491,1.9,4.6,.419,.612,1.1,1.3,.827,0.7,2.7,0.4,0.3,1.2,2.0
Tobias Harris,TOT,80,80,33.4,18.6,2.4,7.0,15.3,.460,2.3,5.6,.411,.535,2.2,2.7,.829,0.7,4.7,0.9,0.4,1.3,2.1
Tobias Harris,DET,48,48,32.6,18.1,2.0,6.7,14.8,.451,2.4,5.8,.409,.531,2.4,2.8,.846,0.8,4.3,0.7,0.3,1.1,1.9
Tobias Harris,LAC,32,32,34.5,19.3,3.1,7.6,16.0,.473,2.2,5.3,.414,.541,2.0,2.5,.800,0.7,5.3,1.2,0.6,1.7,2.3
Aaron Harrison,DAL,9,3,25.9,6.7,1.2,2.1,7.7,.275,1.0,4.8,.209,.341,1.4,1.9,.765,0.4,2.2,1.0,0.2,0.3,3.0
Andrew Harrison,MEM,56,46,23.7,9.5,3.2,3.2,7.7,.422,0.8,2.5,.331,.477,2.2,2.8,.780,0.4,1.9,0.7,0.5,1.4,2.5
Shaquille Harrison,PHO,23,2,16.7,6.6,2.4,2.6,5.4,.476,0.3,1.1,.231,.500,1.2,1.7,.737,0.4,2.3,1.1,0.3,1.0,1.8
Josh Hart,LAL,63,23,23.2,7.9,1.3,2.8,6.0,.469,1.2,3.1,.396,.573,1.0,1.5,.702,0.7,3.5,0.7,0.3,0.7,1.7
Udonis Haslem,MIA,14,0,5.1,0.6,0.4,0.2,1.1,.200,0.1,0.6,.125,.233,0.1,0.1,.500,0.2,0.5,0.0,0.1,0.1,0.2
Nigel Hayes,TOT,9,0,13.6,3.0,0.7,1.2,3.7,.333,0.4,1.8,.250,.394,0.1,0.3,.333,0.4,2.0,0.2,0.3,0.2,0.9
Nigel Hayes,LAL,2,0,5.5,1.5,1.0,0.5,1.5,.333,0.0,1.0,.000,.333,0.5,0.5,1.000,0.0,0.0,0.0,0.0,0.0,0.0
Nigel Hayes,TOR,2,0,3.0,3.0,0.0,1.0,1.0,1.000,1.0,1.0,1.000,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0
Nigel Hayes,SAC,5,0,21.0,3.6,0.8,1.6,5.6,.286,0.4,2.4,.167,.321,0.0,0.4,.000,0.8,3.6,0.4,0.6,0.2,1.6
Gordon Hayward,BOS,1,1,5.0,2.0,0.0,1.0,2.0,.500,0.0,1.0,.000,.500,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0
Reggie Hearn,DET,3,0,2.3,1.0,0.0,0.3,0.7,.500,0.3,0.7,.500,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Myke Henry,MEM,20,0,18.9,5.4,1.1,2.1,5.5,.376,1.0,2.9,.328,.463,0.3,0.5,.600,0.5,1.4,1.6,0.3,1.0,1.4
John Henson,MIL,76,69,25.9,8.8,1.5,3.8,6.6,.572,0.0,0.1,.143,.573,1.2,2.1,.570,2.0,4.8,0.6,1.4,1.1,2.7
Juan Hernangómez,DEN,25,3,11.1,3.3,0.5,1.2,3.0,.387,0.6,2.0,.280,.480,0.4,0.5,.833,0.7,1.4,0.2,0.1,0.4,1.0
Willy Hernangómez,TOT,48,1,10.3,5.1,0.7,1.9,3.4,.555,0.1,0.3,.417,.570,1.2,1.9,.656,1.3,2.5,0.4,0.3,0.7,1.3
Willy Hernangómez,NYK,26,0,9.0,4.3,0.8,1.9,3.1,.605,0.0,0.2,.200,.611,0.5,1.1,.429,0.8,1.7,0.3,0.3,1.0,1.2
Willy Hernangómez,CHO,22,1,11.9,6.1,0.5,1.9,3.8,.506,0.2,0.3,.571,.530,2.1,2.8,.758,1.8,3.5,0.5,0.4,0.4,1.5
Mario Hezonja,ORL,75,30,22.1,9.6,1.4,3.6,8.2,.442,1.2,3.6,.337,.515,1.1,1.4,.819,0.5,3.2,1.1,0.4,1.1,1.8
Isaiah Hicks,NYK,18,0,13.3,4.4,0.9,1.8,4.0,.458,0.1,0.5,.222,.472,0.7,1.0,.667,0.6,1.7,0.1,0.2,0.9,2.5
Buddy Hield,SAC,80,12,25.3,13.5,1.9,5.2,11.7,.446,2.2,5.1,.431,.540,0.9,1.0,.877,0.7,3.2,1.1,0.3,1.6,1.9
Nenê Hilário,HOU,52,4,14.6,6.5,0.9,2.6,4.6,.569,0.0,0.0,.000,.569,1.3,2.1,.636,1.0,2.3,0.5,0.3,0.7,2.4
George Hill,TOT,67,60,27.0,10.0,2.8,3.5,7.7,.460,1.3,3.1,.415,.543,1.6,2.1,.786,0.6,2.1,0.9,0.4,1.3,1.9
George Hill,SAC,43,36,26.6,10.3,2.8,3.6,7.6,.469,1.3,3.0,.453,.558,1.8,2.3,.778,0.5,2.2,0.9,0.3,1.4,1.7
George Hill,CLE,24,24,27.9,9.4,2.8,3.5,7.8,.444,1.1,3.2,.351,.516,1.4,1.7,.805,0.8,1.8,0.9,0.6,1.2,2.2
Solomon Hill,NOP,12,1,15.6,2.4,1.8,0.9,3.4,.268,0.3,1.8,.190,.317,0.3,0.5,.500,0.8,2.3,0.6,0.1,0.8,1.8
Darrun Hilliard,SAS,14,0,6.8,1.1,0.8,0.4,1.4,.263,0.0,0.4,.000,.263,0.4,0.5,.857,0.0,0.5,0.1,0.0,0.3,0.5
Jrue Holiday,NOP,81,81,36.1,19.0,6.0,7.6,15.4,.494,1.5,4.4,.337,.543,2.3,2.9,.786,0.8,3.7,1.5,0.8,2.6,2.5
Justin Holiday,CHI,72,72,31.5,12.2,2.1,4.0,10.9,.371,2.2,6.2,.359,.474,1.9,2.3,.823,0.4,3.6,1.1,0.4,1.3,1.9
John Holland,CLE,24,0,7.3,2.3,0.2,0.7,2.5,.288,0.5,1.5,.306,.381,0.4,0.5,.692,0.3,0.8,0.3,0.1,0.3,0.4
Rondae Hollis-Jefferson,BRK,68,59,28.2,13.9,2.5,5.0,10.6,.472,0.2,0.8,.241,.481,3.7,4.6,.788,1.5,5.3,1.0,0.7,1.8,2.1
Richaun Holmes,PHI,48,2,15.5,6.5,1.3,2.8,5.0,.560,0.1,0.6,.129,.568,0.8,1.2,.661,1.2,3.2,0.4,0.6,0.5,2.0
Rodney Hood,TOT,60,23,26.9,14.7,1.6,5.4,12.5,.429,2.1,5.6,.381,.513,1.9,2.2,.860,0.4,2.4,0.8,0.2,1.2,1.8
Rodney Hood,UTA,39,12,27.8,16.8,1.7,6.0,14.2,.424,2.6,6.7,.389,.516,2.2,2.5,.876,0.4,2.5,0.8,0.2,1.6,1.6
Rodney Hood,CLE,21,11,25.3,10.8,1.4,4.2,9.5,.442,1.2,3.4,.352,.505,1.2,1.5,.813,0.4,2.2,0.7,0.2,0.3,2.0
Scotty Hopson,DAL,1,0,8.0,1.0,1.0,0.0,1.0,.000,0.0,0.0,,.000,1.0,2.0,.500,0.0,0.0,0.0,0.0,1.0,0.0
Al Horford,BOS,72,72,31.6,12.9,4.7,5.1,10.5,.489,1.3,3.1,.429,.553,1.3,1.7,.783,1.4,5.9,0.6,1.1,1.8,1.9
Danuel House,PHO,23,3,17.5,6.6,1.1,2.4,5.6,.434,0.7,2.5,.259,.492,1.1,1.3,.806,0.6,2.7,0.3,0.3,0.5,1.0
Dwight Howard,CHO,81,81,30.4,16.6,1.3,6.2,11.2,.555,0.0,0.1,.143,.556,4.1,7.2,.574,3.1,9.3,0.6,1.6,2.6,3.1
Josh Huestis,OKC,69,10,14.2,2.3,0.3,0.9,2.6,.330,0.5,1.7,.287,.420,0.1,0.3,.300,0.6,1.7,0.2,0.6,0.4,1.2
R.J. Hunter,HOU,5,1,9.0,3.8,0.6,1.4,4.0,.350,0.6,2.8,.214,.425,0.4,0.4,1.000,0.0,1.0,0.6,0.0,0.4,1.4
Vince Hunter,MEM,4,0,1.8,1.5,0.0,0.8,1.3,.600,0.0,0.0,,.600,0.0,0.0,,0.5,0.3,0.0,0.3,0.3,0.0
Serge Ibaka,TOR,76,76,27.5,12.6,0.8,5.0,10.3,.483,1.4,3.9,.360,.552,1.2,1.6,.797,1.0,5.3,0.4,1.3,1.2,2.8
Andre Iguodala,GSW,64,7,25.3,6.0,3.3,2.3,5.0,.463,0.5,1.8,.282,.514,0.9,1.4,.632,0.8,3.1,0.8,0.6,1.0,1.5
Ersan İlyasova,TOT,69,43,25.1,10.9,1.3,4.0,8.9,.452,1.3,3.7,.360,.526,1.5,2.0,.778,1.7,4.2,0.9,0.4,1.0,2.3
Ersan İlyasova,ATL,46,40,25.5,10.9,1.1,4.0,8.7,.459,1.3,3.7,.359,.535,1.6,2.0,.800,1.6,3.8,1.0,0.4,0.9,2.0
Ersan İlyasova,PHI,23,3,24.1,10.8,1.7,4.0,9.2,.439,1.3,3.6,.361,.509,1.4,2.0,.733,1.9,4.8,0.7,0.4,1.3,2.8
Joe Ingles,UTA,82,81,31.4,11.5,4.8,4.1,8.8,.467,2.5,5.7,.440,.609,0.8,1.0,.795,0.3,3.9,1.1,0.2,1.9,2.2
Andre Ingram,LAL,2,0,32.0,12.0,3.5,4.0,8.5,.471,2.5,4.5,.556,.618,1.5,1.5,1.000,0.5,2.5,1.5,1.5,1.5,1.5
Brandon Ingram,LAL,59,59,33.5,16.1,3.9,6.1,12.9,.470,0.7,1.8,.390,.497,3.3,4.8,.681,1.0,4.4,0.8,0.7,2.5,2.8
Kyrie Irving,BOS,60,60,32.2,24.4,5.1,8.9,18.1,.491,2.8,6.8,.408,.568,3.9,4.4,.889,0.6,3.2,1.1,0.3,2.3,2.0
Jonathan Isaac,ORL,27,10,19.9,5.4,0.7,2.0,5.4,.379,0.6,1.7,.348,.434,0.7,0.9,.760,0.6,3.1,1.2,1.1,1.0,1.8
Wesley Iwundu,ORL,62,12,16.5,3.7,0.9,1.5,3.5,.427,0.1,0.7,.196,.447,0.5,0.8,.723,0.6,1.6,0.5,0.2,0.5,1.3
Jarrett Jack,NYK,62,56,25.0,7.5,5.6,3.0,7.1,.427,0.4,1.4,.291,.455,1.0,1.2,.840,0.4,2.7,0.6,0.1,1.9,1.6
Aaron Jackson,HOU,1,0,35.0,8.0,1.0,3.0,9.0,.333,1.0,4.0,.250,.389,1.0,2.0,.500,2.0,1.0,0.0,0.0,1.0,4.0
Demetrius Jackson,TOT,15,0,5.3,1.1,0.6,0.5,1.2,.389,0.1,0.5,.143,.417,0.1,0.1,.500,0.3,0.5,0.3,0.1,0.7,0.5
Demetrius Jackson,HOU,12,0,5.3,0.7,0.4,0.3,1.2,.286,0.0,0.5,.000,.286,0.0,0.0,,0.3,0.6,0.3,0.1,0.8,0.5
Demetrius Jackson,PHI,3,0,5.7,2.7,1.3,1.0,1.3,.750,0.3,0.3,1.000,.875,0.3,0.7,.500,0.3,0.0,0.3,0.0,0.3,0.3
Josh Jackson,PHO,77,35,25.4,13.1,1.5,5.1,12.1,.417,0.7,2.8,.263,.448,2.3,3.6,.634,1.2,3.3,1.0,0.5,1.9,2.8
Justin Jackson,SAC,68,41,22.1,6.7,1.1,2.7,6.2,.442,0.8,2.7,.308,.510,0.4,0.5,.722,0.4,2.4,0.4,0.2,0.6,1.2
Reggie Jackson,DET,45,45,26.7,14.6,5.3,5.5,12.8,.426,1.2,3.8,.308,.471,2.5,3.0,.836,0.6,2.1,0.6,0.1,2.2,1.9
LeBron James,CLE,82,82,36.9,27.5,9.1,10.5,19.3,.542,1.8,5.0,.367,.590,4.7,6.5,.731,1.2,7.5,1.4,0.9,4.2,1.7
Mike James,TOT,36,10,19.1,9.3,3.5,3.4,8.9,.383,0.7,2.7,.265,.424,1.8,2.3,.762,0.4,2.1,0.8,0.2,1.4,1.3
Mike James,PHO,32,10,20.9,10.4,3.8,3.8,9.8,.388,0.8,3.0,.268,.429,2.0,2.6,.762,0.4,2.4,0.8,0.2,1.5,1.4
Mike James,NOP,4,0,4.5,1.0,1.5,0.5,2.3,.222,0.0,0.3,.000,.222,0.0,0.0,,0.3,0.0,0.3,0.0,0.3,0.8
Al Jefferson,IND,36,1,13.4,7.0,0.8,3.1,5.8,.534,0.0,0.1,.000,.534,0.8,1.0,.833,0.8,3.1,0.4,0.6,0.6,1.8
Richard Jefferson,DEN,20,0,8.2,1.5,0.8,0.6,1.4,.444,0.1,0.4,.286,.481,0.2,0.4,.571,0.1,0.8,0.1,0.1,0.3,0.6
Brandon Jennings,MIL,14,0,14.6,5.2,3.1,1.9,5.1,.375,0.6,2.4,.273,.438,0.7,0.7,1.000,0.4,1.9,0.4,0.3,1.3,0.8
Jonas Jerebko,UTA,74,19,15.3,5.8,0.6,2.1,4.6,.466,0.9,2.1,.414,.562,0.6,0.8,.807,0.7,2.6,0.3,0.2,0.4,1.7
Amir Johnson,PHI,74,18,15.8,4.6,1.6,1.9,3.5,.538,0.1,0.4,.313,.558,0.7,1.1,.612,1.7,2.8,0.6,0.6,0.7,2.6
Brice Johnson,TOT,18,0,5.4,2.4,0.1,1.1,2.3,.476,0.0,0.1,.000,.476,0.2,0.3,.600,0.5,1.2,0.5,0.3,0.3,0.7
Brice Johnson,LAC,9,0,4.2,1.8,0.1,0.8,1.2,.636,0.0,0.1,.000,.636,0.2,0.2,1.000,0.2,1.2,0.7,0.2,0.4,0.8
